Gender,R1,R2,Rhythm,CTest1,CTest2,Penalty1,Penalty2,CoorScore,VJump1,VJump2,VJumpScore,30m,30mScore,Result
0,4,6,10,37.42,37.67,0,1,13.83,32.89,26.16,3.72,4.88,7.5,F
1,3,5,8,34.6,31.13,2,0,13.8,31.14,29.43,1.08,4.3,7.16,F
1,5,7,12,33.25,32.48,0,0,13.72,33.79,32.89,2.42,4.38,7.48,F
1,5,3,8,33.32,31.16,1,0,13.67,36.54,35.61,2.82,4.14,9.57,F
0,2,7,9,37.47,37.92,1,1,13.66,23.84,20.21,0.73,5.31,1.99,F
0,7,7,14,35.8,38.57,0,2,13.65,24.6,19.52,1.44,4.96,4.4,F
0,7,7,14,37.48,43.91,2,5,13.65,22.35,25.38,1.24,4.96,6.48,F
0,7,4,11,36.77,35.83,2,2,13.57,30.28,27.77,3.29,5.13,2.19,F
1,4,3,7,32.53,32.52,0,1,13.57,32.89,32.89,2.13,4.88,1.51,F
1,6,5,11,-2,31.2,0,0,13.52,38.44,37.49,3.43,4.27,7.66,F
1,7,7,14,32.41,31.23,3,0,13.37,24.6,22.35,0,4.19,8.84,F
1,7,6,13,35.5,31.25,1,1,13.3,34.69,28.6,2.23,4.53,3.82,F
1,3,4,7,35.01,31.25,0,0,13.28,23.09,30.28,0.81,4.48,4.57,F
1,4,7,11,31.81,31.27,0,1,13.23,40.39,45.46,5.69,4.45,5.01,F
0,3,3,6,37.63,39.03,1,2,13.15,20.21,19.52,0,5.04,5.44,F
0,4,3,7,39.16,35.99,2,0,13.04,15.02,17.52,0,5.25,0.8,F
1,5,3,8,35.88,31.39,0,0,12.72,11.11,29.43,0.53,4.64,2.16,F
1,5,3,8,33.94,32.77,0,0,12.58,30.28,26.96,1.31,4.59,5,F
1,4,4,8,37.51,31.43,2,0,12.54,28.6,37.49,3.12,4.48,4.54,F
1,4,6,10,33.95,32.78,3,0,12.53,32.01,38.44,3.89,4.65,4.22,F
1,4,4,8,34.71,31.44,0,0,12.52,26.96,25.38,0,4.08,10.52,F
1,7,7,14,33.84,31.45,0,0,12.45,34.69,32.01,2.23,4.22,8.36,F
0,8,4,12,38.83,37.89,4,1,12.34,19.52,21.62,0,5.29,2.23,F
1,8,7,15,33.45,32.84,1,1,12.33,32.01,35.61,3,4.59,4.99,F
1,6,6,12,34.08,32.86,0,0,12.22,32.01,35.61,3,4.48,6.27,F
1,4,4,8,37.68,31.51,1,1,12.22,26.96,29.43,0.53,4.32,6.93,F
1,7,8,15,32.81,31.52,1,0,12.18,47.58,45.46,6.37,4.17,9.11,F
1,6,6,12,32.88,33.11,0,2,12.18,26.16,27.77,0.51,4.81,2.29,F
1,6,7,13,35.09,32.88,0,0,12.16,28.6,31.14,1.58,4.7,3.66,F
1,5,4,9,34.48,32.89,1,1,12.11,28.6,26.16,0.77,4.51,5.95,F
1,4,4,8,33.86,31.55,0,0,12.03,38.44,26.16,3.43,4.54,3.6,F
1,7,5,12,35.77,31.56,3,1,12.01,39.41,34.69,3.74,4.09,10.3,F
1,6,4,10,38.81,31.57,2,0,11.96,33.79,32.89,1.93,4.52,3.84,F
0,5,3,8,36.8,36.35,1,1,11.89,17.52,23.09,0.94,5.06,3.18,F
1,4,4,8,38.42,31.6,0,0,11.84,28.6,33.79,1.93,4.56,3.32,F
1,4,5,9,38.59,31.6,3,2,11.82,25.38,31.14,1.08,3.93,12.66,F
0,7,7,14,38.23,36.38,2,1,11.81,22.35,25.38,1.69,4.9,5.14,F
1,7,7,14,31.61,33.09,0,1,11.78,31.14,37.49,3.12,4.3,7.19,F
1,4,3,7,34.39,33.01,0,0,11.66,22.35,30.28,1.31,4.46,6.49,F
1,5,6,11,35.7,31.66,0,0,11.57,27.77,33.79,1.93,4.7,1.24,F
1,6,7,13,33.14,31.66,0,0,11.57,32.89,32.01,1.65,4.62,2.41,F
0,5,6,11,38.67,38.16,0,0,11.48,26.16,30.28,2.85,5.17,3.85,F
1,5,5,10,33.06,33.34,1,0,11.46,23.84,18.84,0,5.25,0,F
0,3,8,11,36.95,36.5,0,0,11.4,23.09,33.79,4.43,5.39,0,F
0,7,7,14,38.69,36.51,1,0,11.39,26.96,21.62,2.21,5.49,0,F
1,7,5,12,35.13,31.71,2,1,11.35,25.38,18.17,0,4.79,0,F
1,7,8,15,32.04,31.74,0,1,11.25,29.43,29.43,0.53,4.45,4.97,F
1,3,8,11,31.76,35.21,0,0,11.15,36.54,38.44,3.43,4.27,7.65,F
0,5,8,13,39.9,36.6,0,0,11.09,31.14,27.77,3.57,4.96,4.36,F
1,5,5,10,36.44,31.78,0,1,11.07,34.69,37.49,3.12,4.53,3.82,F
1,7,5,12,33.17,35.56,0,3,11.05,26.96,28.6,0.77,4.64,4.41,F
1,3,5,8,32.08,31.79,0,1,11.02,26.16,26.16,0,4.56,3.33,F
1,8,7,15,34,33.18,0,0,10.98,24.6,31.14,1.58,4.65,4.22,F
0,5,2,7,45.6,36.64,4,2,10.95,18.84,23.84,1.19,5.07,3,F
1,5,2,7,36.44,33.24,3,1,10.77,33.79,36.54,3.29,4.62,4.63,F
1,7,8,15,31.85,32.19,0,0,10.76,20.91,24.6,0,4.7,1.25,F
1,3,4,7,33.26,34.87,0,1,10.67,20.91,22.35,0,5.25,0,F
1,7,7,14,33.47,31.88,0,2,10.65,36.54,32.01,2.82,4.44,5.03,F
1,5,5,10,40.8,31.94,3,3,10.42,36.54,26.96,2.82,4.48,4.55,F
1,7,5,12,33.86,31.95,0,0,10.37,29.43,42.38,4.7,4.53,3.82,F
1,3,3,6,32.93,31.95,1,1,10.34,26.96,37.49,3.12,4.46,4.79,F
1,5,3,8,33.39,31.97,0,0,10.29,26.96,34.69,2.23,4.33,6.74,F
1,4,3,7,33.11,31.97,0,1,10.28,26.16,28.6,0.26,4.32,6.93,F
0,4,4,8,-2,36.86,0,3,10.26,23.09,37.49,5.64,5.23,0.99,F
1,5,4,9,33.39,35.21,1,1,10.2,28.6,30.28,1.31,5.41,0,F
1,3,5,8,33.21,32,0,0,10.15,29.43,31.14,1.08,4.72,0.97,F
1,6,6,12,35.46,33.4,2,2,10.13,29.43,32.89,2.13,4.34,8.03,F
1,7,4,11,34.36,33.42,1,0,10.06,26.16,26.96,0.25,4.89,1.34,F
1,4,4,8,38.66,32.07,2,2,9.86,31.14,36.54,2.82,4.73,0.71,F
1,5,5,10,-2,32.09,0,0,9.75,31.14,35.61,2.52,4.11,10.04,F
1,6,3,9,-2,33.51,0,1,9.73,41.38,34.69,4.83,4.54,5.56,F
1,5,3,8,33.52,38.11,0,0,9.68,41.38,42.38,5.14,4.27,8.84,F
1,5,4,9,33.65,33.54,1,1,9.6,26.96,32.01,1.85,4.48,6.34,F
0,8,1,9,41.42,38.76,4,2,9.57,30.28,30.28,2.85,5.31,2.02,F
1,5,5,10,35.39,32.15,1,1,9.54,27.77,26.16,0,4.49,4.32,F
1,4,4,8,36.11,33.57,1,2,9.5,38.44,40.39,4.51,4.24,9.21,F
0,7,2,9,39.32,38.78,0,0,9.5,27.77,29.43,2.57,5.47,0,F
1,5,5,10,37.34,33.57,1,1,9.48,31.14,32.01,1.85,4.53,5.76,F
0,5,8,13,38.15,37.13,0,0,9.39,20.21,19.52,0,4.96,4.4,F
1,4,6,10,36.06,32.21,2,1,9.26,22.35,28.6,0.26,4.48,4.51,F
1,8,3,11,37.2,33.63,2,0,9.25,32.01,32.89,2.13,4.62,4.59,F
1,6,8,14,35.41,32.22,0,0,9.22,43.4,18.17,5.02,4.35,6.49,F
1,4,7,11,34.24,33.65,0,0,9.18,24.6,31.14,1.58,4.88,1.51,F
1,5,1,6,37.28,32.24,0,0,9.14,25.38,31.14,1.08,4.78,0.01,F
1,7,5,12,32.42,32.24,0,0,9.13,28.6,26.96,0.26,4.7,1.19,F
0,5,2,7,44.81,38.91,3,1,9.08,22.35,25.38,1.24,5.2,3.47,F
1,7,2,9,32.27,36.45,1,1,9.03,26.96,27.77,0,4.19,8.84,F
0,5,2,7,39.2,37.29,1,0,8.87,12.71,19.52,0,5.2,1.37,F
1,2,7,9,32.4,32,0,1,8.85,32.01,32.01,1.36,4.49,4.29,F
1,3,3,6,31.66,34.15,0,0,8.78,49.74,36.54,8.89,4.89,0,F
1,4,4,8,33,32.34,0,1,8.73,36.54,20.21,2.82,4.72,0.97,F
1,3,3,6,33.66,32.35,0,0,8.68,23.09,23.09,0,4.65,1.9,F
0,4,4,8,42.92,39.04,4,1,8.67,20.21,24.6,0.98,5.73,0,F
0,5,2,7,43.58,39.06,3,1,8.62,25.38,23.84,1.24,5.28,2.45,F
1,3,3,6,33.97,33.8,0,1,8.61,31.14,25.38,1.58,4.81,2.29,F
1,6,5,11,32.37,34.33,0,2,8.61,30.28,26.96,0.81,4.73,0.73,F
0,8,7,15,40.6,39.07,1,0,8.59,26.16,24.6,1.5,5.41,0.8,F
1,5,3,8,35.72,32.38,0,1,8.57,36.54,31.14,2.82,4.57,3.1,F
1,4,3,7,32.4,33.37,1,2,8.45,33.79,35.61,2.52,4.44,5.03,F
1,3,5,8,35.09,32.4,1,1,8.45,32.01,32.89,1.65,4.89,0,F
1,5,5,10,35.56,32.49,0,0,8.08,29.43,34.69,2.23,4.41,5.49,F
1,6,7,13,35.23,32.49,1,0,8.07,30.28,26.96,0.81,4.69,1.41,F
0,4,4,8,39.26,39.49,3,3,7.98,18.84,25.38,1.24,5.07,5.06,F
1,5,6,11,32.52,32.78,0,0,7.95,37.49,36.54,3.12,4.41,5.51,F
1,5,5,10,34.31,32.53,1,0,7.94,37.49,42.38,4.7,4.49,4.3,F
0,6,2,8,38.1,37.63,1,0,7.8,23.84,21.62,1.19,4.88,5.4,F
1,3,5,8,38.9,34.19,2,0,7.07,27.77,27.77,0.51,4.89,1.35,F
0,7,5,12,40.33,37.86,1,1,7.05,22.35,26.96,2.21,5.23,1,F
0,6,7,13,39.58,41.56,1,2,6.97,32.01,30.28,3.42,5.07,5.06,F
0,4,4,8,39.62,48.79,1,1,6.84,25.38,25.38,1.24,4.85,7.84,F
0,7,3,10,39.63,43.3,1,3,6.82,21.62,23.09,0.48,5.57,0,F
1,7,4,11,36.1,32.81,1,0,6.74,20.91,30.28,0.81,4.94,0,F
0,3,8,11,41.6,37.96,2,0,6.73,19.52,18.17,0,5.48,0,F
1,3,6,9,32.86,33.91,0,0,6.56,24.6,31.14,1.08,4.65,1.93,F
1,4,7,11,35.79,32.89,1,0,6.4,39.41,32.01,3.74,4.48,4.55,F
1,6,3,9,37.33,32.93,2,1,6.24,32.01,25.38,1.36,4.7,1.21,F
1,3,3,6,32.96,34.05,0,0,6.13,44.42,31.14,5.35,4.46,4.79,F
1,3,3,6,48.08,48.11,5,4,6.11,15.62,26.16,3.6,5.49,2.38,F
0,4,3,7,45.54,38.19,1,0,5.99,29.43,17.52,3.01,5.42,0,F
1,6,4,10,37.94,34.48,0,1,5.98,26.16,25.38,0,4.8,2.48,F
1,4,4,8,37.31,33,1,1,5.96,31.14,32.01,1.36,4.38,5.92,F
0,3,4,7,43.22,39.91,6,3,5.93,16.87,24.6,0.98,5.44,0.42,F
1,6,5,11,34.5,34.78,0,0,5.89,27.77,23.09,0.51,5.06,0,F
0,6,8,14,42.19,38.26,2,1,5.77,19.52,18.84,0,5.41,0,F
1,6,5,11,33.06,33.12,0,0,5.7,34.69,32.01,2.23,4.68,1.47,F
1,3,3,6,34.79,33.1,0,0,5.52,27.77,21.62,0,4.56,3.29,F
1,5,7,12,38,33.19,1,3,5.17,40.39,35.61,4.06,4.44,5.04,F
1,6,7,13,36.9,33.23,3,0,4.98,29.43,39.41,3.74,4.12,9.81,F
1,4,5,9,37.53,33.23,2,1,4.97,44.42,20.91,5.35,4.51,4.06,F
1,4,5,9,34.54,33.23,0,0,4.97,31.14,30.28,1.08,4.4,5.74,F
0,7,7,14,38.56,43.02,3,4,4.81,25.38,28.6,2.74,4.94,4.59,F
1,5,5,10,39.64,34.78,0,0,4.8,32.01,32.01,1.85,4.56,5.37,F
1,4,4,8,34.79,35.49,0,0,4.78,26.96,25.38,0.25,5.09,0,F
1,5,2,7,33.28,38.37,0,3,4.77,25.38,26.96,0,4.72,0.97,F
1,4,5,9,33.29,33.48,1,1,4.74,34.69,33.79,2.23,4.45,5,F
1,7,6,13,34.78,33.34,1,2,4.53,25.38,23.84,0,4.91,0,F
1,4,4,8,34.85,34.93,3,3,4.52,29.43,29.43,1.04,5.09,0,F
1,3,4,7,35.63,33.34,2,0,4.51,37.49,35.61,3.12,4.25,7.92,F
1,4,3,7,35.57,33.36,2,3,4.43,22.35,27.77,0,4.45,5,F
1,5,4,9,37.14,33.38,0,0,4.38,32.89,32.01,1.65,4.72,0.95,F
0,4,4,8,45.54,38.76,4,1,4.18,23.09,23.84,1.19,5.04,3.4,F
1,4,5,9,37.17,34.95,1,0,4.16,33.79,27.77,2.42,4.62,4.59,F
1,3,4,7,37.73,33.43,2,1,4.16,32.01,27.77,1.36,4.7,1.22,F
1,7,1,8,38.39,33.45,1,1,4.05,22.35,26.16,0,4.38,5.97,F
1,2,6,8,42.87,35.08,2,1,3.64,30.28,27.77,1.31,4.75,3.05,F
1,2,4,6,37.22,33.59,1,0,3.49,21.62,34.69,2.23,5.01,0,F
1,4,4,8,-2,33.59,0,1,3.49,20.91,21.62,0,4.67,1.68,F
0,7,7,14,39.66,38.98,2,2,3.45,30.28,24.6,3.29,4.64,8.4,F
0,5,5,10,40.79,40.7,3,4,3.43,27.77,31.14,3.14,5.01,5.87,F
1,7,4,11,33.89,33.62,0,0,3.37,33.79,28.6,1.93,4.25,7.89,F
1,7,7,14,34.18,33.64,1,0,3.26,24.6,24.6,0,5.2,0,F
1,6,5,11,35.22,36.2,1,1,3.1,26.96,28.6,0.77,4.64,4.44,F
1,5,5,10,33.71,36.35,0,2,2.98,26.96,32.89,1.65,4.63,2.34,F
1,5,3,8,36.08,35.27,1,1,2.91,23.09,18.17,0,5.15,0,F
1,3,4,7,35.28,36.28,1,2,2.89,37.49,33.79,3.59,4.53,5.76,F
0,7,8,15,39.22,44.32,4,0,2.68,30.28,29.43,3.29,5.02,3.6,F
1,4,4,8,33.81,35.19,0,0,2.55,29.43,32.01,1.36,4.8,0,F
1,4,4,8,-2,35.49,0,2,2.06,35.61,34.69,3,4.17,10.01,F
1,3,6,9,36.8,33.95,2,0,1.97,32.89,26.96,1.65,4.62,2.4,F
1,5,3,8,41.16,34.04,1,0,1.6,22.35,22.35,0,5.55,0,F
1,3,3,6,35.74,34.04,1,1,1.59,26.16,29.43,0.53,4.67,1.68,F
1,5,5,10,35.84,34.05,2,1,1.53,32.01,29.43,1.36,4.35,6.5,F
1,5,2,7,-2,34.08,0,0,1.43,40.39,41.38,4.38,4.38,5.98,F
0,4,4,8,41.99,41.35,0,0,1.35,23.84,27.77,2.03,5.18,3.65,F
1,3,4,7,34.85,34.12,2,1,1.26,36.54,35.61,2.82,4.49,4.33,F
1,4,4,8,35.74,36.18,1,2,1.1,26.96,23.09,0.25,4.83,2.1,F
1,7,4,11,35.83,36.68,0,1,0.74,24.6,26.16,0,4.91,1.14,F
0,5,5,10,41.56,44.44,3,3,0.7,23.84,24.6,0.98,5.25,2.84,F
0,5,5,10,41.99,39.85,2,1,0.68,21.62,20.91,0.46,5.15,2.01,F
1,7,4,11,40.74,34.32,2,0,0.42,18.84,27.77,0,4.83,0,F
0,4,4,8,43.6,40,4,0,0.19,20.21,11.11,0,5.12,2.39,F
1,6,4,10,39.93,36.3,1,0,0,55.36,56.52,10,4.43,5.56,F
1,4,3,7,61.7,49.48,7,7,0,26.16,25.38,10,4.99,0,F
1,6,6,12,-2,-2,0,0,0,53.07,38.44,8.14,4.22,8.38,F
1,6,4,10,36.95,34.43,2,1,0,44.42,51.95,7.77,4.59,2.89,F
1,7,1,8,40.71,37.56,3,3,0,42.38,43.4,5.47,4.44,6.74,F
1,4,3,7,37.9,37.51,0,0,0,40.39,41.38,4.83,4.7,3.68,F
1,3,3,6,-2,43.58,0,4,0,39.41,41.38,4.38,4.59,2.87,F
1,7,4,11,34.85,34.7,1,1,0,33.79,40.39,4.06,4.35,6.46,F
1,3,4,7,42.37,39.44,3,3,0,39.41,31.14,3.74,4.83,0,F
1,4,4,8,40.18,38.19,4,3,0,37.49,26.96,3.59,4.83,2.12,F
1,6,4,10,34.56,36.08,1,4,0,38.44,37.49,3.43,4.38,5.98,F
0,3,3,6,45.35,43.85,1,3,0,28.6,25.38,2.74,4.83,6,F
1,4,4,8,37.69,35.78,0,0,0,35.61,26.16,2.52,4.33,6.71,F
1,4,8,12,35.4,36.04,0,0,0,35.61,33.79,2.52,4.86,0,F
1,7,7,14,38.22,35.03,1,0,0,34.69,32.89,2.23,4.78,0.01,F
1,5,5,10,38.87,36.94,1,0,0,26.96,32.89,2.13,4.91,1.2,F
1,4,3,7,-2,36.28,0,1,0,32.01,32.89,2.13,4.67,4.03,F
0,7,6,13,47.17,42.99,3,3,0,26.16,20.91,1.95,5.02,3.63,F
1,7,4,11,39.33,35,3,1,0,18.17,33.79,1.93,4.32,6.9,F
1,5,5,10,38.4,44.88,1,3,0,23.09,32.01,1.85,4.65,4.23,F
0,8,6,14,49.01,-2,3,0,0,26.96,25.38,1.76,5.83,0,F
0,5,5,10,41.78,45.12,3,0,0,24.6,26.96,1.76,5.3,2.18,F
1,4,7,11,37.4,34.53,3,3,0,32.89,32.89,1.65,4.14,9.57,F
1,6,3,9,37.9,34.95,2,1,0,32.89,26.16,1.65,4.61,2.63,F
1,6,3,9,36.73,36.67,0,0,0,32.89,23.84,1.65,4.4,5.74,F
1,5,4,9,39.2,36.19,0,2,0,31.14,28.6,1.58,4.7,3.63,F
0,2,8,10,40.45,40.21,3,3,0,23.09,24.6,1.44,5.2,1.37,F
0,4,7,11,47.46,40.1,3,0,0,24.6,23.84,1.44,4.96,4.38,F
1,6,5,11,38.18,39.46,1,1,0,30.28,29.43,1.31,5.2,0,F
0,2,5,7,46.9,42.3,4,3,0,20.91,25.38,1.24,5.2,3.46,F
1,5,5,10,47.03,42.97,7,3,0,31.14,34.69,1.1,4.71,0,F
1,3,5,8,-2,36.32,0,2,0,31.14,29.43,1.08,4.67,1.7,F
1,4,4,8,37.02,34.42,0,0,0,31.14,28.6,1.08,4.61,2.63,F
1,7,2,9,41.25,39.11,0,0,0,31.14,25.38,1.08,4.81,0,F
1,3,5,8,40.19,40.63,3,3,0,26.16,29.43,1.04,5,0.01,F
1,6,2,8,40.02,38.08,1,0,0,29.43,28.6,1.04,5.08,0,F
0,6,4,10,48.39,42.47,0,0,0,20.21,23.09,0.94,5.36,0,F
0,7,3,10,49.45,40.4,3,2,0,22.35,23.09,0.94,5.31,0,F
0,7,8,15,46.26,46.78,3,4,0,23.06,21.62,0.93,5.65,0,F
1,5,5,10,-2,36.68,0,3,0,17.52,30.28,0.81,4.83,0,F
0,5,1,6,48.15,47.13,6,5,0,21.62,22.35,0.7,5.23,1,F
1,6,7,13,37.64,35.34,2,1,0,26.96,29.43,0.53,4.69,1.43,F
1,3,6,9,46.19,38.72,5,1,0,27.77,24.6,0.51,5.01,0,F
1,4,3,7,43.3,37.43,2,2,0,19.52,27.77,0.51,5.12,0,F
1,7,8,15,34.49,37.18,1,3,0,28.6,28.6,0.26,4.8,0,F
1,5,5,10,36.8,35.09,1,0,0,26.16,28.6,0.26,4.36,6.22,F
1,5,4,9,42.43,37.27,4,2,0,28.6,26.16,0.26,4.81,0,F
1,5,3,8,37.21,36.62,0,0,0,23.09,26.96,0.25,5.05,0,F
1,4,3,7,-2,37.08,0,0,0,26.96,23.84,0.25,4.97,0.37,F
0,2,7,9,45.92,43.42,3,3,0,17.52,15.62,0,5.67,0,F
1,4,7,11,37.05,36.38,2,4,0,24.6,26.16,0,4.85,1.91,F
1,4,4,8,36.4,37.46,2,2,0,23.84,24.6,0,5.54,0,F
1,4,4,8,38.04,36.52,0,0,0,24.6,27.77,0,4.64,2.16,F
1,2,4,6,40.56,35.57,0,0,0,32.01,29.43,0,4.84,0,F
1,6,4,10,64.02,51.2,3,6,0,16.87,18.17,0,5.69,0,F
0,8,5,13,51.51,43,4,3,0,16.87,17.52,0,5.62,0,F
1,4,4,8,39.35,38.5,1,2,0,17.52,27.77,0,4.78,0.01,F
1,3,8,11,36.66,37.31,0,1,0,25.38,24.6,0,5.1,0,F
1,3,4,7,38.82,37.06,0,0,0,17.52,12.71,0,5.46,0,F
1,3,6,9,37.06,36.41,2,1,0,21.62,24.6,0,4.89,0,F
1,3,3,6,49.38,48.99,6,8,0,21.62,20.91,0,5.72,0,F
1,7,8,15,38.54,35.84,0,0,0,26.96,24.6,0,4.81,0,F
0,8,7,15,46.58,45.58,4,5,0,21.62,18.84,0,5.34,1.62,F
1,3,4,7,38.61,37.31,1,1,0,21.62,23.09,0,5.23,0,F
0,3,7,10,51.61,48.86,5,4,0,15.62,18.17,0,5.87,0,F
1,3,3,6,33.36,32.79,0,0,0,31.14,27.77,0,4.54,3.94,F
0,4,6,10,55.31,49.59,4,3,0,18.84,19.52,0,5.38,0,F
1,5,4,9,36.99,35.26,3,2,0,19.52,25.38,0,4.92,0,F
1,7,3,10,36.39,36.02,0,0,0,27.77,25.38,0,4.72,0.97,F
1,3,4,7,38.55,35.96,3,0,0,12.16,22.35,0,5.18,0,F
1,4,4,8,40.08,37,3,3,0,20.91,10.6,0,4.94,0,F
1,7,2,9,37.49,-2,2,0,0,17.52,18.17,0,5.86,0,F
0,7,8,15,44.41,40.41,3,1,0,16.24,15.62,0,5.31,0,F
1,2,5,7,42.21,41.5,3,2,0,20.91,23.09,0,5.46,0,F
1,5,5,10,36.78,34.95,0,0,0,24.6,25.38,0,5.15,0,F
1,4,4,8,-2,35.86,0,0,0,10.1,26.96,0,4.78,0,F
1,5,6,11,37.63,36.74,0,0,0,26.16,26.16,0,5.18,0,F
1,6,3,9,37.29,36.76,3,3,0,23.84,26.16,0,4.86,1.75,F
1,5,5,10,58.84,50.22,8,3,0,12.16,12.16,0,5.71,0,F
1,3,2,5,41.71,40.88,5,2,0,19.52,20.21,0,5.21,0,F
0,5,4,9,34.5,32.3,2,0,0,28.6,29.43,0,4.86,0,F
0,3,4,7,37,36.5,0,0,0,36.54,30.28,0,4.62,0,F
1,6,3,9,-2,61.57,0,8,0,24.6,26.16,0,5.54,0,F
1,7,8,15,42.43,39.77,3,3,0,26.16,20.91,0,5.39,0,F
0,5,6,11,48.01,45.15,3,4,0,19.52,21.62,0,5.65,0,F
0,8,3,11,44.62,43.51,3,3,0,17.52,18.17,0,6.11,0,F
0,4,5,9,46.43,43.46,4,2,0,16.24,18.84,0,5.33,0,F
1,2,5,7,41.82,36.02,1,0,0,10.1,18.17,0,5.02,0,F
0,4,5,9,42.08,40.06,3,3,0,10.6,20.21,0,5.22,1.18,F
1,7,3,10,39.17,37.56,2,2,0,27.77,18.17,0,5.04,0,F
1,6,6,12,43.28,37.59,1,0,0,19.52,20.91,0,5.14,0,F
